date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason,day_of_week
2024-02-07,oncology,23,0,0.0,47,3,55,0,0,0,0,39,39,1.0,0,0.03,0.0,12,1,0.08,23,0.7,1:2,Cardiac Issues,Wednesday
2024-02-08,radiology,23,0,0.0,0,0,0,16141,0,16136,0,0,0,0.0,0,0.0,0.0,0,0,0.0,23,0.9,1:1,0,Thursday
2024-02-09,pathology,44,0,0.0,0,0,0,19962,0,19951,0,0,0,0.0,0,0.0,0.0,0,0,0.0,38,0.7,1:4,0,Friday
2024-02-10,anesthesiology,5,0,0.0,0,0,0,17166,0,17158,0,0,0,0.0,0,0.0,0.0,0,0,0.0,54,0.8,1:2,0,Saturday
2024-02-11,icu,47,0,0.0,87,14,53,0,0,0,0,23,36,0.64,3,0.08,0.0,17,1,0.06,32,0.7,1:4,Chronic Illness,Sunday
2024-02-12,psychiatry,39,0,0.0,54,33,43,0,0,0,0,33,33,1.0,1,0.07,0.0,10,1,0.1,17,0.9,1:1,Accident,Monday
2024-02-13,physical_therapy,14,0,0.0,0,18,0,14818,0,14812,0,43,43,1.0,0,0.0,0.0,16,1,0.06,54,0.9,1:3,0,Tuesday
2024-02-14,resp_therapy,10,0,0.0,0,39,0,5262,0,5246,0,57,65,0.88,0,0.0,0.0,10,0,0.0,51,0.8,1:4,0,Wednesday
2024-02-15,nutrition_diet,22,0,0.0,0,0,0,10883,0,10868,0,0,0,0.0,0,0.0,0.0,10,0,0.0,0,0.0,1:1,0,Thursday
2024-02-16,pharmacy,29,0,0.0,0,0,0,18389,0,18377,0,0,0,0.0,0,0.0,0.0,0,0,0.0,25,0.9,1:3,0,Friday
2024-02-17,laboratory,32,0,0.0,0,0,0,5577,0,5568,0,0,0,0.0,0,0.0,0.0,0,0,0.0,25,0.7,1:4,0,Saturday
2024-02-18,infection_control,36,0,0.67,0,6,0,0,0,0,0,0,0,0.36,4,0.03,0.0,0,0,0.0,0,0.0,1:2,0,Sunday
2024-02-19,medical_records,11,0,0.0,0,0,0,6347,0,6338,0,0,0,0.0,0,0.0,0.0,17,0,0.0,0,0.0,1:2,0,Monday
2024-02-20,admin,18,0,0.0,0,0,0,2923,0,2919,0,0,0,0.0,0,0.0,0.0,13,1,0.08,0,0.0,1:3,0,Tuesday
2024-02-21,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,0,0,Wednesday
2024-02-22,emergency,7,0,0.0,0,25,20,0,0,0,0,25,25,1.0,0,0.0,0.0,14,0,0.0,18,0.9,1:3,Elective Procedure,Thursday
2024-02-23,internal_med,22,22,1.0,72,18,51,0,0,0,0,8,50,0.16,0,0.18,0.4,18,0,0.0,52,0.6,1:4,Child Health,Friday
2024-02-24,surgery,0,0,0.0,84,29,0,2760,0,2755,0,56,56,1.0,0,0.2,0.0,16,0,0.0,11,0.8,1:4,Child Health,Saturday
2024-02-25,pediatric,43,0,0.0,41,19,48,0,0,0,0,16,25,0.64,0,0.19,0.0,18,1,0.06,41,0.7,1:4,Child Health,Sunday
2024-02-26,obgyn,21,10,0.48,58,8,18,0,0,0,0,13,31,0.42,3,0.08,0.3,17,0,0.0,56,0.9,1:3,Mental Health,Monday
2024-02-27,cardio,40,0,0.0,86,13,17,0,0,0,0,61,63,0.97,0,0.06,0.0,10,1,0.1,55,0.9,1:4,Joint Issues,Tuesday
2024-02-28,orthopedic,45,0,0.0,119,20,0,0,0,0,0,48,60,0.8,2,0.08,0.0,16,1,0.06,55,0.6,1:4,Prenatal,Wednesday
2024-02-29,neurology,36,0,0.0,51,36,0,0,0,0,0,31,53,0.58,4,0.03,0.0,15,1,0.07,44,0.5,1:3,Lab Tests,Thursday
2024-03-01,oncology,34,3,0.09,36,12,38,0,0,0,0,51,66,0.77,1,0.12,0.0,19,0,0.0,35,0.8,1:2,Critical Care,Friday
2024-03-02,radiology,8,0,0.0,0,0,0,2254,0,2237,0,0,0,0.0,0,0.0,0.0,0,0,0.0,16,0.9,1:3,0,Saturday
2024-03-03,pathology,15,0,0.0,0,0,0,17728,0,17709,0,0,0,0.0,0,0.0,0.0,0,0,0.0,30,1.0,1:1,0,Sunday
2024-03-04,anesthesiology,31,0,0.0,0,0,0,14667,0,14653,0,0,0,0.0,0,0.0,0.0,0,0,0.0,14,0.9,1:2,0,Monday
2024-03-05,icu,19,0,0.0,41,14,23,0,0,0,0,17,17,1.0,2,0.06,0.0,13,0,0.0,23,0.5,1:3,Child Health,Tuesday
2024-03-06,psychiatry,45,25,0.56,48,27,16,0,0,0,0,14,66,0.21,2,0.14,0.4,19,1,0.05,28,0.9,1:1,Cancer,Wednesday
2024-03-07,physical_therapy,36,0,0.0,0,10,0,7625,0,7613,0,64,64,1.0,0,0.0,0.0,17,1,0.06,35,0.9,1:4,0,Thursday
2024-03-08,resp_therapy,9,0,1.0,0,34,0,3831,0,3820,0,10,76,0.13,0,0.0,0.0,14,1,0.07,44,0.6,1:4,0,Friday
2024-03-09,nutrition_diet,28,0,0.0,0,0,0,3470,0,3465,0,0,0,0.0,0,0.0,0.0,17,0,0.0,0,0.0,1:4,0,Saturday
2024-03-10,pharmacy,44,0,0.0,0,0,0,7043,0,7025,0,0,0,0.0,0,0.0,0.0,0,0,0.0,54,0.6,1:4,0,Sunday
2024-03-11,laboratory,20,0,0.0,0,0,0,19156,0,19151,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,0.8,1:4,0,Monday
2024-03-12,infection_control,17,0,0.47,0,6,0,0,0,0,0,0,0,0.6,0,0.06,0.0,0,0,0.0,0,0.0,1:3,0,Tuesday
2024-03-13,medical_records,47,0,0.0,0,0,0,17160,0,17148,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,1:1,0,Wednesday
2024-03-14,admin,35,0,0.0,0,0,0,10070,0,10051,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:1,0,Thursday
2024-03-15,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,0,0,Friday
2024-03-16,emergency,12,0,0.0,0,1,53,0,0,0,0,20,20,1.0,0,0.0,0.0,10,1,0.1,11,1.0,1:2,Elective Procedure,Saturday
2024-03-17,internal_med,48,2,0.04,86,9,46,0,0,0,0,50,61,0.82,1,0.15,0.0,19,1,0.05,33,0.8,1:3,Lab Tests,Sunday
2024-03-18,surgery,0,0,0.0,107,10,0,4948,0,4934,0,42,42,1.0,4,0.0,0.0,14,1,0.07,26,0.6,1:2,Lab Tests,Monday
2024-03-19,pediatric,45,0,0.0,39,27,24,0,0,0,0,41,53,0.77,2,0.05,0.0,12,0,0.0,12,0.6,1:3,Imaging,Tuesday
2024-03-20,obgyn,38,0,0.0,39,15,10,0,0,0,0,17,17,1.0,1,0.06,0.0,13,1,0.08,23,0.9,1:1,Prenatal,Wednesday
2024-03-21,cardio,8,0,0.0,114,36,50,0,0,0,0,7,36,0.19,2,0.15,0.0,11,0,0.0,40,1.0,1:3,Accident,Thursday
2024-03-22,orthopedic,31,16,0.52,22,20,0,0,0,0,0,17,53,0.32,0,0.07,0.3,12,0,0.0,42,0.7,1:3,Breathing Disorders,Friday
2024-03-23,neurology,22,0,0.0,110,37,0,0,0,0,0,44,44,1.0,2,0.19,0.0,16,1,0.06,30,1.0,1:1,Nervous System,Saturday
2024-03-24,oncology,26,0,0.0,54,15,10,0,0,0,0,15,18,0.83,1,0.19,0.0,12,0,0.0,54,0.9,1:4,Mental Health,Sunday
2024-03-25,radiology,9,0,0.0,0,0,0,14538,0,14521,0,0,0,0.0,0,0.0,0.0,0,0,0.0,32,0.8,1:3,0,Monday
2024-03-26,pathology,28,0,0.0,0,0,0,17967,0,17963,0,0,0,0.0,0,0.0,0.0,0,0,0.0,22,0.8,1:2,0,Tuesday
2024-03-27,anesthesiology,17,0,0.0,0,0,0,10363,0,10354,0,0,0,0.0,0,0.0,0.0,0,0,0.0,23,0.5,1:1,0,Wednesday
2024-03-28,icu,37,7,0.19,115,20,53,0,0,0,0,7,34,0.21,1,0.07,0.2,14,0,0.0,10,0.5,1:4,Cardiac Issues,Thursday
2024-03-29,psychiatry,9,9,1.0,56,4,47,0,0,0,0,22,70,0.31,3,0.0,0.1,11,0,0.0,27,0.7,1:1,Mental Health,Friday
2024-03-30,physical_therapy,22,0,1.0,0,5,0,12323,0,12311,0,12,42,0.29,0,0.0,0.0,12,1,0.08,55,0.6,1:3,0,Saturday
2024-03-31,resp_therapy,24,0,0.0,0,14,0,14627,0,14608,0,8,14,0.57,0,0.0,0.0,15,0,0.0,50,0.8,1:4,0,Sunday
2024-04-01,nutrition_diet,31,0,0.0,0,0,0,13491,0,13475,0,0,0,0.0,0,0.0,0.0,11,1,0.09,0,0.0,1:1,0,Monday
2024-04-02,pharmacy,14,0,0.0,0,0,0,12826,0,12817,0,0,0,0.0,0,0.0,0.0,0,0,0.0,13,0.6,1:1,0,Tuesday
2024-04-03,laboratory,44,0,0.0,0,0,0,7188,0,7177,0,0,0,0.0,0,0.0,0.0,0,0,0.0,35,0.9,1:4,0,Wednesday
2024-04-04,infection_control,44,0,0.0,0,11,0,0,0,0,0,0,0,1.0,4,0.12,0.0,0,0,0.0,0,0.0,1:4,0,Thursday
2024-04-05,medical_records,26,0,0.0,0,0,0,17737,0,17727,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:2,0,Friday
2024-04-06,admin,46,0,0.0,0,0,0,14983,0,14977,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,1:2,0,Saturday
2024-04-07,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,18,1,0.06,0,0.0,0,0,Sunday
2024-04-08,emergency,24,7,0.29,0,28,29,0,0,0,0,5,40,0.12,0,0.0,0.0,13,1,0.08,43,0.6,1:1,Elective Procedure,Monday
2024-04-09,internal_med,37,26,0.7,57,9,37,0,0,0,0,28,63,0.44,3,0.03,0.4,11,1,0.09,17,1.0,1:3,Elective Procedure,Tuesday
2024-01-01,surgery,0,5,0.25,143,33,0,4108,0,4089,0,22,60,0.37,4,0.02,0.1,13,1,0.08,50,0.9,1:2,Nervous System,Monday
2024-01-02,pediatric,22,1,0.05,65,33,10,0,0,0,0,44,78,0.56,0,0.13,0.0,17,1,0.06,10,0.6,1:3,Cardiac Issues,Tuesday
2024-01-03,obgyn,47,3,0.06,74,8,33,0,0,0,0,32,43,0.74,2,0.05,0.1,18,1,0.06,32,0.6,1:4,Elective Procedure,Wednesday
2024-01-04,cardio,30,0,0.0,39,36,52,0,0,0,0,46,46,1.0,4,0.01,0.0,11,0,0.0,11,0.7,1:2,Critical Care,Thursday
2024-01-05,orthopedic,30,20,0.67,116,9,0,0,0,0,0,30,59,0.51,3,0.1,0.3,12,0,0.0,43,0.7,1:4,Rehabilitation,Friday
2024-01-06,neurology,28,9,0.32,30,19,0,0,0,0,0,21,49,0.43,4,0.02,0.2,14,1,0.07,27,0.8,1:3,Cardiac Issues,Saturday
2024-01-07,oncology,46,17,0.37,39,31,58,0,0,0,0,21,69,0.3,1,0.07,0.2,12,0,0.0,14,0.6,1:3,Prenatal,Sunday
2024-01-08,radiology,28,0,0.0,0,0,0,8052,0,8040,0,0,0,0.0,0,0.0,0.0,0,0,0.0,52,0.8,1:1,0,Monday
2024-01-09,pathology,16,0,0.0,0,0,0,15377,0,15367,0,0,0,0.0,0,0.0,0.0,0,0,0.0,54,0.7,1:4,0,Tuesday
2024-01-10,anesthesiology,40,0,0.0,0,0,0,15777,0,15767,0,0,0,0.0,0,0.0,0.0,0,0,0.0,20,0.9,1:1,0,Wednesday
2024-01-11,icu,24,0,0.0,105,7,48,0,0,0,0,52,55,0.95,2,0.14,0.0,13,1,0.08,30,0.9,1:2,Cancer,Thursday
2024-01-12,psychiatry,19,17,0.89,135,4,58,0,0,0,0,52,73,0.71,3,0.01,0.2,14,0,0.0,18,0.7,1:2,Critical Care,Friday
2024-01-13,physical_therapy,43,0,0.0,0,15,0,14899,0,14893,0,6,15,0.4,0,0.0,0.0,13,0,0.0,49,0.8,1:3,0,Saturday
2024-01-14,resp_therapy,34,0,0.0,0,26,0,2074,0,2055,0,26,26,1.0,0,0.0,0.0,11,1,0.09,44,0.7,1:3,0,Sunday
2024-01-15,nutrition_diet,26,0,0.0,0,0,0,18477,0,18471,0,0,0,0.0,0,0.0,0.0,15,0,0.0,0,0.0,1:2,0,Monday
2024-01-16,pharmacy,42,0,0.0,0,0,0,1635,0,1618,0,0,0,0.0,0,0.0,0.0,0,0,0.0,10,0.7,1:3,0,Tuesday
2024-01-17,laboratory,44,0,0.0,0,0,0,13569,0,13565,0,0,0,0.0,0,0.0,0.0,0,0,0.0,10,1.0,1:1,0,Wednesday
2024-01-18,infection_control,22,0,0.0,0,27,0,0,0,0,0,0,0,0.81,1,0.18,0.0,0,0,0.0,0,0.0,1:2,0,Thursday
2024-01-19,medical_records,9,0,0.0,0,0,0,16778,0,16773,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:4,0,Friday
2024-01-20,admin,24,0,0.0,0,0,0,1212,0,1209,0,0,0,0.0,0,0.0,0.0,10,1,0.1,0,0.0,1:4,0,Saturday
2024-01-21,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,14,1,0.07,0,0.0,0,0,Sunday
2024-01-22,emergency,26,26,1.0,0,36,48,0,0,0,0,7,69,0.1,0,0.0,0.0,13,1,0.08,22,0.6,1:1,Rehabilitation,Monday
2024-01-23,internal_med,46,0,0.0,140,12,39,0,0,0,0,36,36,1.0,4,0.04,0.0,13,0,0.0,15,0.9,1:3,Chronic Illness,Tuesday
2024-01-24,surgery,0,12,1.0,78,27,0,2162,0,2152,0,22,64,0.34,1,0.15,0.2,11,1,0.09,25,0.9,1:2,Joint Issues,Wednesday
2024-01-25,pediatric,25,0,0.0,62,28,44,0,0,0,0,59,73,0.81,2,0.02,0.0,11,1,0.09,16,0.7,1:4,Pre/Post Surgery,Thursday
2024-01-26,obgyn,14,0,0.0,119,23,22,0,0,0,0,49,49,1.0,3,0.07,0.0,16,0,0.0,57,0.6,1:4,Mental Health,Friday
2024-01-27,cardio,22,16,0.73,90,26,9,0,0,0,0,28,70,0.4,1,0.17,0.2,19,0,0.0,33,0.9,1:2,Rehabilitation,Saturday
2024-01-28,orthopedic,40,0,0.0,62,19,0,0,0,0,0,20,22,0.91,2,0.03,0.0,17,0,0.0,26,0.9,1:1,Cardiac Issues,Sunday
2024-01-29,neurology,32,8,0.25,29,12,0,0,0,0,0,54,74,0.73,3,0.05,0.1,14,1,0.07,11,0.7,1:3,Critical Care,Monday
2024-01-30,oncology,25,0,0.0,111,38,38,0,0,0,0,32,54,0.59,1,0.09,0.0,16,1,0.06,25,0.7,1:2,Breathing Disorders,Tuesday
2024-01-31,radiology,24,0,0.0,0,0,0,13720,0,13705,0,0,0,0.0,0,0.0,0.0,0,0,0.0,25,0.8,1:2,0,Wednesday
2024-02-01,pathology,48,0,0.0,0,0,0,9647,0,9643,0,0,0,0.0,0,0.0,0.0,0,0,0.0,24,0.8,1:4,0,Thursday
2024-02-02,anesthesiology,19,0,0.0,0,0,0,6418,0,6415,0,0,0,0.0,0,0.0,0.0,0,0,0.0,57,0.7,1:1,0,Friday
2024-02-03,icu,24,0,0.0,64,7,52,0,0,0,0,14,14,1.0,3,0.2,0.0,10,1,0.1,44,0.5,1:2,Rehabilitation,Saturday
2024-02-04,psychiatry,34,0,0.0,112,30,25,0,0,0,0,17,44,0.39,4,0.03,0.0,11,0,0.0,58,0.6,1:2,Rehabilitation,Sunday
2024-02-05,physical_therapy,33,0,0.0,0,21,0,3761,0,3746,0,31,35,0.89,0,0.0,0.0,19,1,0.05,10,0.5,1:4,0,Monday
2024-02-06,resp_therapy,42,0,0.0,0,34,0,9199,0,9195,0,49,49,1.0,0,0.0,0.0,19,0,0.0,47,0.8,1:2,0,Tuesday
2024-02-07,nutrition_diet,41,0,0.0,0,0,0,14348,0,14330,0,0,0,0.0,0,0.0,0.0,12,1,0.08,0,0.0,1:2,0,Wednesday
2024-02-08,pharmacy,38,0,0.0,0,0,0,2670,0,2664,0,0,0,0.0,0,0.0,0.0,0,0,0.0,17,0.8,1:2,0,Thursday
2024-02-09,laboratory,48,0,0.0,0,0,0,1999,0,1995,0,0,0,0.0,0,0.0,0.0,0,0,0.0,10,0.8,1:4,0,Friday
2024-02-10,infection_control,32,0,0.0,0,27,0,0,0,0,0,0,0,1.0,3,0.18,0.0,0,0,0.0,0,0.0,1:1,0,Saturday
2024-02-11,medical_records,46,0,0.0,0,0,0,14308,0,14302,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,1:1,0,Sunday
2024-02-12,admin,5,0,0.0,0,0,0,18134,0,18131,0,0,0,0.0,0,0.0,0.0,10,1,0.1,0,0.0,1:1,0,Monday
2024-02-13,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,16,1,0.06,0,0.0,0,0,Tuesday
2024-02-14,emergency,18,0,0.0,0,12,28,0,0,0,0,58,58,1.0,0,0.0,0.0,10,0,0.0,54,0.8,1:1,Child Health,Wednesday
2024-02-15,internal_med,47,0,0.0,125,12,16,0,0,0,0,12,12,1.0,4,0.06,0.0,10,0,0.0,49,0.6,1:4,Mental Health,Thursday
2024-02-16,surgery,0,0,0.0,62,12,0,6365,0,6363,0,57,57,1.0,1,0.11,0.0,13,0,0.0,10,0.7,1:2,Nervous System,Friday
2024-02-17,pediatric,49,20,0.41,93,2,29,0,0,0,0,18,40,0.45,3,0.05,0.5,10,0,0.0,28,0.6,1:1,Chronic Illness,Saturday
2024-02-18,obgyn,40,0,0.0,54,31,44,0,0,0,0,42,47,0.89,4,0.16,0.0,17,1,0.06,30,0.7,1:2,Cardiac Issues,Sunday
2024-02-19,cardio,18,13,0.72,82,19,25,0,0,0,0,32,64,0.5,4,0.1,0.2,17,0,0.0,27,0.9,1:1,Joint Issues,Monday
2024-02-20,orthopedic,10,0,0.0,50,1,0,0,0,0,0,33,33,1.0,3,0.12,0.0,13,1,0.08,55,1.0,1:3,Accident,Tuesday
2024-02-21,neurology,17,15,0.88,81,16,0,0,0,0,0,5,36,0.14,3,0.18,0.4,19,1,0.05,55,0.8,1:3,Cancer,Wednesday
2024-02-22,oncology,49,0,0.0,109,37,49,0,0,0,0,57,57,1.0,1,0.05,0.0,14,0,0.0,30,0.9,1:2,Nervous System,Thursday
2024-02-23,radiology,26,0,0.0,0,0,0,9905,0,9898,0,0,0,0.0,0,0.0,0.0,0,0,0.0,48,0.9,1:4,0,Friday
2024-02-24,pathology,11,0,0.0,0,0,0,5457,0,5450,0,0,0,0.0,0,0.0,0.0,0,0,0.0,34,0.9,1:3,0,Saturday
2024-02-25,anesthesiology,14,0,0.0,0,0,0,13958,0,13951,0,0,0,0.0,0,0.0,0.0,0,0,0.0,55,0.9,1:4,0,Sunday
2024-02-26,icu,28,0,0.0,41,27,52,0,0,0,0,37,45,0.82,1,0.07,0.0,17,0,0.0,41,0.7,1:3,Mental Health,Monday
2024-02-27,psychiatry,40,24,0.6,76,22,51,0,0,0,0,5,51,0.1,2,0.18,0.5,10,1,0.1,20,0.9,1:1,Rehabilitation,Tuesday
2024-02-28,physical_therapy,7,0,0.0,0,34,0,4460,0,4444,0,48,48,1.0,0,0.0,0.0,16,1,0.06,20,0.9,1:4,0,Wednesday
2024-02-29,resp_therapy,5,0,1.0,0,1,0,17128,0,17126,0,14,47,0.3,0,0.0,0.0,15,1,0.07,39,0.6,1:4,0,Thursday
2024-03-01,nutrition_diet,46,0,0.0,0,0,0,10355,0,10345,0,0,0,0.0,0,0.0,0.0,19,0,0.0,0,0.0,1:1,0,Friday
2024-03-02,pharmacy,39,0,0.0,0,0,0,14089,0,14072,0,0,0,0.0,0,0.0,0.0,0,0,0.0,16,1.0,1:4,0,Saturday
2024-03-03,laboratory,13,0,0.0,0,0,0,9625,0,9619,0,0,0,0.0,0,0.0,0.0,0,0,0.0,57,0.8,1:1,0,Sunday
2024-03-04,infection_control,43,0,0.0,0,17,0,0,0,0,0,0,0,1.0,4,0.05,0.0,0,0,0.0,0,0.0,1:3,0,Monday
2024-03-05,medical_records,22,0,0.0,0,0,0,2217,0,2205,0,0,0,0.0,0,0.0,0.0,13,0,0.0,0,0.0,1:1,0,Tuesday
2024-03-06,admin,27,0,0.0,0,0,0,16458,0,16444,0,0,0,0.0,0,0.0,0.0,19,1,0.05,0,0.0,1:1,0,Wednesday
2024-03-07,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,17,1,0.06,0,0.0,0,0,Thursday
2024-03-08,emergency,32,0,0.0,0,12,36,0,0,0,0,17,17,1.0,0,0.0,0.0,14,1,0.07,43,0.8,1:2,Imaging,Friday
2024-03-09,internal_med,31,13,0.42,144,38,37,0,0,0,0,13,64,0.2,1,0.12,0.2,17,0,0.0,34,0.9,1:4,Pre/Post Surgery,Saturday
2024-03-10,surgery,0,0,0.0,121,16,0,9468,0,9453,0,16,16,1.0,2,0.16,0.0,17,0,0.0,26,0.7,1:4,Accident,Sunday
2024-03-11,pediatric,10,10,1.0,106,14,21,0,0,0,0,8,61,0.13,2,0.12,0.2,16,0,0.0,57,0.9,1:4,Accident,Monday
2024-03-12,obgyn,27,0,0.0,120,19,25,0,0,0,0,19,19,1.0,2,0.06,0.0,11,0,0.0,58,0.9,1:4,Cardiac Issues,Tuesday
2024-03-13,cardio,14,10,0.71,21,39,54,0,0,0,0,7,56,0.12,0,0.17,0.2,14,1,0.07,15,0.9,1:1,Joint Issues,Wednesday
2024-03-14,orthopedic,39,9,0.23,70,37,0,0,0,0,0,33,79,0.42,4,0.11,0.1,13,0,0.0,31,0.9,1:1,Critical Care,Thursday
2024-03-15,neurology,31,31,1.0,110,9,0,0,0,0,0,21,62,0.34,0,0.08,0.5,18,1,0.06,53,0.9,1:1,Accident,Friday
2024-03-16,oncology,29,0,0.0,17,15,41,0,0,0,0,15,15,1.0,2,0.03,0.0,10,1,0.1,26,0.7,1:1,Prenatal,Saturday
2024-03-17,radiology,44,0,0.0,0,0,0,13526,0,13521,0,0,0,0.0,0,0.0,0.0,0,0,0.0,36,0.5,1:4,0,Sunday
2024-03-18,pathology,29,0,0.0,0,0,0,11971,0,11960,0,0,0,0.0,0,0.0,0.0,0,0,0.0,34,0.7,1:3,0,Monday
2024-03-19,anesthesiology,11,0,0.0,0,0,0,10013,0,10005,0,0,0,0.0,0,0.0,0.0,0,0,0.0,14,0.6,1:1,0,Tuesday
2024-03-20,icu,9,9,1.0,15,23,47,0,0,0,0,14,64,0.22,2,0.04,0.1,13,1,0.08,18,0.8,1:4,Prenatal,Wednesday
2024-03-21,psychiatry,20,1,0.05,81,3,14,0,0,0,0,66,70,0.94,1,0.1,0.0,11,0,0.0,58,0.8,1:2,Chronic Illness,Thursday
2024-03-22,physical_therapy,24,0,0.92,0,10,0,6312,0,6307,0,24,56,0.43,0,0.0,0.0,12,0,0.0,56,0.6,1:1,0,Friday
2024-03-23,resp_therapy,20,0,0.0,0,21,0,6560,0,6546,0,21,21,1.0,0,0.0,0.0,16,1,0.06,34,0.6,1:4,0,Saturday
2024-03-24,nutrition_diet,21,0,0.0,0,0,0,4659,0,4643,0,0,0,0.0,0,0.0,0.0,12,0,0.0,0,0.0,1:4,0,Sunday
2024-03-25,pharmacy,30,0,0.0,0,0,0,2131,0,2119,0,0,0,0.0,0,0.0,0.0,0,0,0.0,44,0.8,1:3,0,Monday
2024-03-26,laboratory,14,0,0.0,0,0,0,13277,0,13272,0,0,0,0.0,0,0.0,0.0,0,0,0.0,35,0.6,1:3,0,Tuesday
2024-03-27,infection_control,30,0,0.0,0,39,0,0,0,0,0,0,0,1.0,4,0.19,0.0,0,0,0.0,0,0.0,1:2,0,Wednesday
2024-03-28,medical_records,38,0,0.0,0,0,0,8149,0,8144,0,0,0,0.0,0,0.0,0.0,14,0,0.0,0,0.0,1:3,0,Thursday
2024-03-29,admin,29,0,0.0,0,0,0,19674,0,19662,0,0,0,0.0,0,0.0,0.0,11,0,0.0,0,0.0,1:3,0,Friday
2024-03-30,security,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,12,1,0.08,0,0.0,0,0,Saturday
2024-03-31,emergency,16,0,0.0,0,18,28,0,0,0,0,29,41,0.71,0,0.0,0.0,15,0,0.0,33,0.7,1:2,Rehabilitation,Sunday
2024-04-01,internal_med,27,0,0.0,79,36,24,0,0,0,0,48,56,0.86,0,0.06,0.0,11,1,0.09,54,0.6,1:2,Breathing Disorders,Monday
2024-04-02,surgery,0,0,0.0,65,34,0,7022,0,7013,0,52,62,0.84,1,0.12,0.0,16,0,0.0,36,0.9,1:3,Breathing Disorders,Tuesday
2024-04-03,pediatric,40,0,0.0,75,12,39,0,0,0,0,26,26,1.0,2,0.13,0.0,14,0,0.0,52,0.7,1:2,Cardiac Issues,Wednesday
2024-04-04,obgyn,14,0,0.0,22,32,20,0,0,0,0,40,40,1.0,0,0.19,0.0,15,0,0.0,46,0.5,1:3,Pre/Post Surgery,Thursday
2024-04-05,cardio,7,0,0.0,40,6,54,0,0,0,0,19,23,0.83,2,0.17,0.0,17,1,0.06,35,0.5,1:1,Lab Tests,Friday
2024-04-06,orthopedic,43,30,0.7,127,17,0,0,0,0,0,19,66,0.29,0,0.04,0.5,19,1,0.05,51,0.9,1:4,Cardiac Issues,Saturday
2024-04-07,neurology,31,0,0.0,18,15,0,0,0,0,0,51,51,1.0,4,0.07,0.0,18,1,0.06,47,0.8,1:4,Prenatal,Sunday
2024-04-08,oncology,46,0,0.0,105,9,16,0,0,0,0,26,26,1.0,3,0.09,0.0,13,1,0.08,33,0.5,1:3,Accident,Monday
2024-04-09,radiology,43,0,0.0,0,0,0,6396,0,6377,0,0,0,0.0,0,0.0,0.0,0,0,0.0,32,0.8,1:1,0,Tuesday
2024-01-01,pathology,49,0,0.0,0,0,0,2713,0,2709,0,0,0,0.0,0,0.0,0.0,0,0,0.0,15,0.7,1:3,0,Monday
2024-01-02,anesthesiology,25,0,0.0,0,0,0,12253,0,12247,0,0,0,0.0,0,0.0,0.0,0,0,0.0,15,0.6,1:2,0,Tuesday
2024-01-03,icu,15,0,0.0,62,25,56,0,0,0,0,31,31,1.0,2,0.15,0.0,18,1,0.06,45,0.6,1:4,Chronic Illness,Wednesday
2024-01-04,psychiatry,26,0,0.0,99,14,25,0,0,0,0,30,31,0.97,0,0.13,0.0,11,0,0.0,55,0.9,1:3,Imaging,Thursday
2024-01-05,physical_therapy,40,0,0.0,0,27,0,10720,0,10713,0,27,27,1.0,0,0.0,0.0,12,0,0.0,58,0.9,1:2,0,Friday
2024-01-06,resp_therapy,35,0,0.0,0,3,0,2860,0,2858,0,65,65,1.0,0,0.0,0.0,14,1,0.07,28,0.7,1:4,0,Saturday
2024-01-07,nutrition_diet,20,0,0.0,0,0,0,7691,0,7680,0,0,0,0.0,0,0.0,0.0,12,0,0.0,0,0.0,1:2,0,Sunday
2024-01-08,pharmacy,26,0,0.0,0,0,0,15757,0,15749,0,0,0,0.0,0,0.0,0.0,0,0,0.0,19,0.8,1:3,0,Monday
2024-01-09,laboratory,35,0,0.0,0,0,0,7007,0,6993,0,0,0,0.0,0,0.0,0.0,0,0,0.0,58,1.0,1:2,0,Tuesday
