date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason
2024-04-05,icu,94,0,0.0,51,29,53,7420.0,6.0,7414.0,19,33,33,1.0,4,0.1,0.0,95,3,0.03,57,0.8,1:3,Chronic Illness
2024-04-06,psychiatry,48,0,0.0,126,33,33,4975.0,5.0,4970.0,24,40,66,0.61,3,0.05,0.0,88,2,0.02,54,0.5,1:1,Accident
2024-04-07,physical_therapy,109,41,0.38,48,10,44,12053.0,3.0,12050.0,15,28,79,0.35,4,0.12,0.5,120,4,0.03,40,0.8,1:3,Child Health
2024-04-08,resp_therapy,42,0,0.0,142,34,22,3613.0,7.0,3606.0,5,31,50,0.62,0,0.08,0.0,111,2,0.02,38,0.9,1:1,Chronic Illness
2024-04-09,nutrition_diet,110,49,0.45,90,8,16,17492.0,10.0,17482.0,23,6,63,0.1,0,0.04,0.8,111,2,0.02,42,0.5,1:2,Accident
2024-01-01,pharmacy,32,0,0.0,116,37,53,1543.0,18.0,1525.0,9,35,55,0.64,2,0.08,0.0,131,1,0.01,13,0.9,1:2,Accident
2024-01-02,laboratory,19,0,0.0,120,33,27,7352.0,15.0,7337.0,14,61,69,0.88,0,0.13,0.0,114,3,0.03,56,0.8,1:1,Rehabilitation
2024-01-03,infection_control,78,30,0.38,30,6,15,2188.0,8.0,2180.0,6,33,69,0.48,4,0.01,0.4,42,2,0.05,35,0.9,1:2,Chronic Illness
2024-01-04,medical_records,109,28,0.26,59,19,13,14059.0,2.0,14057.0,13,19,66,0.29,4,0.07,0.4,46,2,0.04,40,0.6,1:1,Cardiac Issues
2024-01-05,admin,43,0,0.0,130,32,58,6938.0,16.0,6922.0,16,16,40,0.4,0,0.0,0.0,89,1,0.01,40,0.9,1:1,Chronic Illness
2024-01-06,security,189,0,0.0,143,27,28,4090.0,19.0,4071.0,20,32,33,0.97,1,0.15,0.0,128,0,0.0,36,0.5,1:4,Critical Care
2024-01-07,emergency,147,16,0.11,59,1,29,3796.0,4.0,3792.0,9,28,45,0.62,4,0.13,0.4,96,0,0.0,34,0.7,1:4,Rehabilitation
2024-01-08,internal_med,156,0,0.0,124,33,59,14863.0,19.0,14844.0,7,25,39,0.64,2,0.01,0.0,69,2,0.03,57,0.6,1:2,Critical Care
2024-01-09,surgery,195,0,0.0,10,32,29,1017.0,3.0,1014.0,18,14,33,0.42,1,0.19,0.0,143,3,0.02,45,0.9,1:4,Pre/Post Surgery
2024-01-10,pediatric,105,12,0.11,39,5,51,19810.0,11.0,19799.0,13,22,39,0.56,0,0.0,0.3,38,1,0.03,58,0.9,1:4,Pre/Post Surgery
2024-01-11,obgyn,10,0,0.0,116,16,13,3697.0,12.0,3685.0,24,16,16,1.0,3,0.12,0.0,20,0,0.0,40,0.5,1:1,Breathing Disorders
2024-01-12,cardio,78,0,0.0,57,8,16,17216.0,4.0,17212.0,5,38,44,0.86,4,0.16,0.0,59,0,0.0,52,0.5,1:3,Lab Tests
2024-01-13,orthopedic,13,0,0.0,96,34,15,10436.0,8.0,10428.0,18,62,64,0.97,3,0.16,0.0,41,4,0.1,46,0.6,1:1,Critical Care
2024-01-14,neurology,25,0,0.0,138,9,53,9168.0,9.0,9159.0,13,23,23,1.0,2,0.01,0.0,131,2,0.02,54,0.6,1:4,Chronic Illness
2024-01-15,oncology,33,0,0.0,28,19,42,5119.0,19.0,5100.0,12,19,19,1.0,1,0.18,0.0,59,3,0.05,53,0.8,1:1,Nervous System
2024-01-16,radiology,89,0,0.0,55,25,32,7388.0,14.0,7374.0,4,25,25,1.0,3,0.18,0.0,57,1,0.02,32,0.8,1:2,Breathing Disorders
2024-01-17,pathology,11,11,1.0,139,7,12,7018.0,14.0,7004.0,18,40,63,0.63,2,0.11,0.2,67,0,0.0,44,1.0,1:3,Prenatal
2024-01-18,anesthesiology,137,38,0.28,65,15,14,6534.0,13.0,6521.0,19,26,79,0.33,3,0.1,0.5,94,4,0.04,13,1.0,1:4,Mental Health
2024-01-19,icu,169,0,0.0,101,20,29,12430.0,18.0,12412.0,12,53,53,1.0,3,0.01,0.0,126,2,0.02,37,0.8,1:4,Rehabilitation
2024-01-20,psychiatry,93,0,0.0,91,25,51,12768.0,13.0,12755.0,20,54,54,1.0,2,0.11,0.0,27,2,0.07,51,0.5,1:1,Nervous System
2024-01-21,physical_therapy,161,25,0.16,88,3,40,4904.0,14.0,4890.0,14,37,65,0.57,4,0.08,0.4,105,1,0.01,50,0.7,1:1,Breathing Disorders
2024-01-22,resp_therapy,149,0,0.0,114,24,54,18188.0,13.0,18175.0,10,49,66,0.74,3,0.15,0.0,87,0,0.0,51,0.8,1:1,Pre/Post Surgery
2024-01-23,nutrition_diet,187,0,0.0,36,30,47,10206.0,15.0,10191.0,5,30,30,1.0,2,0.08,0.0,94,1,0.01,22,0.7,1:1,Mental Health
2024-01-24,pharmacy,172,31,0.18,64,22,13,1159.0,8.0,1151.0,22,24,77,0.31,3,0.14,0.4,109,1,0.01,10,0.8,1:4,Pre/Post Surgery
2024-01-25,laboratory,133,26,0.2,69,11,45,14875.0,14.0,14861.0,5,22,59,0.37,4,0.02,0.4,149,4,0.03,21,1.0,1:1,Mental Health
2024-01-26,infection_control,42,0,0.0,118,8,12,19482.0,7.0,19475.0,8,42,42,1.0,2,0.03,0.0,99,2,0.02,52,0.9,1:4,Nervous System
2024-01-27,medical_records,170,0,0.0,129,16,7,16037.0,5.0,16032.0,4,16,16,1.0,3,0.03,0.0,114,3,0.03,49,0.6,1:1,Pre/Post Surgery
2024-01-28,admin,198,24,0.12,94,35,57,5609.0,10.0,5599.0,5,20,79,0.25,0,0.01,0.3,89,2,0.02,35,0.6,1:3,Chronic Illness
2024-01-29,security,188,0,0.0,95,24,22,13291.0,17.0,13274.0,19,24,24,1.0,4,0.11,0.0,109,2,0.02,55,0.9,1:3,Mental Health
2024-01-30,emergency,180,8,0.04,126,8,50,13223.0,5.0,13218.0,11,25,41,0.61,3,0.16,0.2,78,4,0.05,55,0.9,1:1,Joint Issues
2024-01-31,internal_med,110,0,0.0,117,29,39,3984.0,7.0,3977.0,6,16,29,0.55,1,0.12,0.0,47,3,0.06,32,0.6,1:1,Cancer
2024-02-01,surgery,21,0,0.0,84,24,21,18235.0,9.0,18226.0,24,20,24,0.83,2,0.11,0.0,91,0,0.0,58,0.9,1:2,Pre/Post Surgery
2024-02-02,pediatric,76,11,0.14,128,28,40,4810.0,17.0,4793.0,4,18,57,0.32,3,0.14,0.2,33,3,0.09,31,0.8,1:3,Nervous System
2024-02-03,obgyn,74,0,0.0,16,30,57,2665.0,6.0,2659.0,11,30,30,1.0,4,0.07,0.0,43,0,0.0,37,0.7,1:4,Critical Care
2024-02-04,cardio,170,0,0.0,84,32,32,6173.0,11.0,6162.0,16,50,51,0.98,4,0.07,0.0,131,3,0.02,26,0.6,1:3,Cancer
2024-02-05,orthopedic,177,0,0.0,67,15,54,11719.0,14.0,11705.0,13,35,35,1.0,1,0.06,0.0,63,1,0.02,15,0.9,1:4,Critical Care
2024-02-06,neurology,83,0,0.0,25,17,19,17055.0,15.0,17040.0,4,19,23,0.83,1,0.14,0.0,75,3,0.04,23,0.8,1:1,Nervous System
2024-02-07,oncology,52,0,0.0,36,33,23,5278.0,8.0,5270.0,23,48,66,0.73,3,0.03,0.0,139,4,0.03,59,0.6,1:3,Child Health
2024-02-08,radiology,53,9,0.17,60,16,26,14293.0,7.0,14286.0,4,21,46,0.46,0,0.0,0.2,51,0,0.0,26,0.9,1:3,Breathing Disorders
2024-02-09,pathology,38,0,0.0,84,29,10,4611.0,8.0,4603.0,7,45,67,0.67,4,0.12,0.0,44,2,0.05,47,0.9,1:2,Imaging
2024-02-10,anesthesiology,150,0,0.0,96,9,51,14778.0,6.0,14772.0,9,30,30,1.0,0,0.19,0.0,135,4,0.03,14,0.9,1:2,Joint Issues
2024-02-11,icu,21,0,0.0,132,33,11,18619.0,19.0,18600.0,24,48,78,0.62,0,0.12,0.0,85,0,0.0,22,0.6,1:3,Rehabilitation
2024-02-12,psychiatry,104,0,0.0,85,12,48,3304.0,13.0,3291.0,6,9,12,0.75,3,0.16,0.0,61,0,0.0,57,1.0,1:3,Cancer
2024-02-13,physical_therapy,55,2,0.04,49,13,52,14130.0,7.0,14123.0,16,31,46,0.67,2,0.13,0.0,95,2,0.02,18,0.6,1:3,Cancer
2024-02-14,resp_therapy,139,0,0.0,76,21,13,4813.0,2.0,4811.0,4,47,58,0.81,2,0.1,0.0,57,1,0.02,53,0.8,1:4,Child Health
2024-02-15,nutrition_diet,44,0,0.0,139,21,24,14352.0,5.0,14347.0,14,28,28,1.0,2,0.14,0.0,80,4,0.05,51,0.8,1:1,Rehabilitation
2024-02-16,pharmacy,90,0,0.0,111,5,41,14864.0,13.0,14851.0,12,21,21,1.0,1,0.16,0.0,108,2,0.02,35,0.7,1:2,Joint Issues
2024-02-17,laboratory,99,2,0.02,102,10,15,16529.0,16.0,16513.0,3,58,70,0.83,4,0.04,0.0,37,2,0.05,22,0.7,1:1,Cardiac Issues
2024-02-18,infection_control,17,0,0.0,119,6,6,6146.0,4.0,6142.0,21,50,50,1.0,1,0.07,0.0,89,1,0.01,28,0.9,1:2,Pre/Post Surgery
2024-02-19,medical_records,102,0,0.0,91,13,26,13203.0,9.0,13194.0,18,36,42,0.86,4,0.04,0.0,101,4,0.04,57,0.8,1:2,Pre/Post Surgery
2024-02-20,admin,163,14,0.09,87,1,52,8538.0,12.0,8526.0,17,44,59,0.75,4,0.09,0.2,135,2,0.01,26,0.7,1:2,Rehabilitation
2024-02-21,security,99,40,0.4,11,20,40,14530.0,17.0,14513.0,16,17,77,0.22,4,0.18,0.5,99,1,0.01,25,0.6,1:3,Elective Procedure
2024-02-22,emergency,171,0,0.0,74,8,9,13094.0,10.0,13084.0,11,39,42,0.93,3,0.07,0.0,34,4,0.12,39,0.5,1:2,Imaging
2024-02-23,internal_med,124,14,0.11,29,10,11,14353.0,4.0,14349.0,23,9,33,0.27,2,0.07,0.4,32,3,0.09,41,0.6,1:1,Cardiac Issues
2024-02-24,surgery,114,28,0.25,43,9,10,16074.0,6.0,16068.0,17,33,70,0.47,1,0.17,0.4,138,0,0.0,23,1.0,1:2,Nervous System
2024-02-25,pediatric,144,38,0.26,50,3,26,5610.0,15.0,5595.0,9,29,70,0.41,1,0.1,0.5,62,1,0.02,57,0.9,1:1,Chronic Illness
2024-02-26,obgyn,67,0,0.0,32,11,14,16418.0,16.0,16402.0,6,26,37,0.7,3,0.11,0.0,76,0,0.0,24,1.0,1:2,Rehabilitation
2024-02-27,cardio,123,6,0.05,47,12,50,10962.0,7.0,10955.0,23,49,67,0.73,4,0.17,0.1,36,3,0.08,21,0.5,1:2,Pre/Post Surgery
2024-02-28,orthopedic,84,37,0.44,76,10,44,19559.0,5.0,19554.0,20,5,52,0.1,2,0.1,0.7,51,2,0.04,46,0.8,1:3,Elective Procedure
2024-02-29,neurology,166,0,0.0,71,25,50,15005.0,9.0,14996.0,10,48,50,0.96,0,0.14,0.0,74,2,0.03,20,0.5,1:1,Nervous System
2024-03-01,oncology,129,0,0.0,149,25,50,2191.0,6.0,2185.0,14,43,48,0.9,0,0.02,0.0,32,4,0.12,14,0.9,1:2,Breathing Disorders
2024-03-02,radiology,173,0,0.0,39,11,24,4299.0,14.0,4285.0,17,58,58,1.0,3,0.04,0.0,66,1,0.02,20,0.7,1:2,Rehabilitation
2024-03-03,pathology,30,0,0.0,96,26,32,4464.0,17.0,4447.0,17,26,26,1.0,2,0.08,0.0,106,1,0.01,43,0.5,1:1,Child Health
2024-03-04,anesthesiology,173,0,0.0,127,39,27,11664.0,2.0,11662.0,19,58,79,0.73,0,0.1,0.0,81,4,0.05,28,0.8,1:2,Child Health
2024-03-05,icu,147,33,0.22,15,26,39,5913.0,14.0,5899.0,4,20,79,0.25,0,0.19,0.4,48,0,0.0,35,0.6,1:4,Chronic Illness
2024-03-06,psychiatry,110,36,0.33,84,14,5,17072.0,12.0,17060.0,14,24,74,0.32,1,0.19,0.5,41,2,0.05,35,0.8,1:3,Rehabilitation
2024-03-07,physical_therapy,161,0,0.0,141,14,33,2944.0,9.0,2935.0,5,14,14,1.0,2,0.17,0.0,84,2,0.02,26,0.8,1:1,Lab Tests
2024-03-08,resp_therapy,186,0,0.0,102,1,13,10454.0,9.0,10445.0,9,11,11,1.0,0,0.06,0.0,48,1,0.02,40,0.9,1:3,Imaging
2024-03-09,nutrition_diet,108,0,0.0,19,4,13,10289.0,15.0,10274.0,8,31,31,1.0,1,0.19,0.0,67,1,0.01,28,1.0,1:4,Pre/Post Surgery
2024-03-10,pharmacy,45,0,0.0,60,30,26,11349.0,14.0,11335.0,16,57,66,0.86,2,0.14,0.0,24,4,0.17,53,0.7,1:4,Critical Care
2024-03-11,laboratory,105,58,0.55,102,12,6,18673.0,4.0,18669.0,7,5,75,0.07,4,0.08,0.8,120,3,0.02,29,0.7,1:4,Accident
2024-03-12,infection_control,161,0,0.0,47,25,20,9550.0,5.0,9545.0,6,25,25,1.0,2,0.14,0.0,90,0,0.0,32,0.9,1:1,Joint Issues
2024-03-13,medical_records,160,35,0.22,138,13,44,8495.0,16.0,8479.0,17,12,60,0.2,3,0.0,0.6,85,3,0.04,34,0.8,1:4,Mental Health
2024-03-14,admin,199,0,0.0,145,31,10,6271.0,16.0,6255.0,9,33,48,0.69,1,0.03,0.0,91,3,0.03,37,0.5,1:1,Child Health
2024-03-15,security,46,0,0.0,111,38,59,19283.0,14.0,19269.0,5,49,49,1.0,4,0.17,0.0,44,1,0.02,46,0.9,1:1,Cardiac Issues
2024-03-16,emergency,21,0,0.0,90,23,17,6072.0,10.0,6062.0,15,37,47,0.79,1,0.13,0.0,79,1,0.01,21,0.5,1:2,Nervous System
2024-03-17,internal_med,122,58,0.48,92,4,37,8077.0,11.0,8066.0,12,7,69,0.1,1,0.07,0.8,59,1,0.02,57,0.6,1:1,Lab Tests
2024-03-18,surgery,192,0,0.0,40,16,23,11725.0,13.0,11712.0,4,64,68,0.94,0,0.1,0.0,26,3,0.12,10,0.6,1:4,Joint Issues
2024-03-19,pediatric,22,0,0.0,30,7,19,17006.0,15.0,16991.0,14,19,19,1.0,2,0.18,0.0,65,0,0.0,11,0.5,1:1,Critical Care
2024-03-20,obgyn,32,27,0.84,140,22,37,4024.0,2.0,4022.0,24,24,73,0.33,1,0.13,0.4,105,1,0.01,19,0.5,1:1,Mental Health
2024-03-21,cardio,108,0,0.0,135,29,14,2562.0,15.0,2547.0,14,43,72,0.6,1,0.08,0.0,40,2,0.05,43,0.5,1:3,Joint Issues
2024-03-22,orthopedic,114,39,0.34,44,11,5,13225.0,15.0,13210.0,21,8,58,0.14,3,0.02,0.7,20,0,0.0,41,0.7,1:4,Cardiac Issues
2024-03-23,neurology,39,17,0.44,54,33,16,5213.0,9.0,5204.0,21,23,73,0.32,3,0.06,0.2,142,2,0.01,34,0.6,1:1,Lab Tests
2024-03-24,oncology,26,0,0.0,68,29,47,8607.0,17.0,8590.0,23,41,41,1.0,3,0.2,0.0,144,0,0.0,19,0.6,1:2,Child Health
2024-03-25,radiology,122,0,0.0,21,16,33,2383.0,15.0,2368.0,5,16,16,1.0,1,0.09,0.0,52,1,0.02,59,0.8,1:1,Child Health
2024-03-26,pathology,71,1,0.01,149,12,21,12531.0,2.0,12529.0,8,17,30,0.57,4,0.09,0.0,23,4,0.17,10,0.6,1:1,Cancer
2024-03-27,anesthesiology,93,5,0.05,42,7,8,19158.0,17.0,19141.0,4,17,29,0.59,2,0.1,0.2,22,1,0.05,41,0.5,1:3,Lab Tests
2024-03-28,icu,121,0,0.0,30,35,33,16964.0,19.0,16945.0,15,35,35,1.0,1,0.18,0.0,110,3,0.03,46,0.7,1:4,Prenatal
2024-03-29,psychiatry,95,0,0.0,69,26,59,10717.0,8.0,10709.0,11,61,77,0.79,0,0.12,0.0,71,3,0.04,21,0.7,1:4,Cancer
2024-03-30,physical_therapy,150,0,0.0,61,9,11,14660.0,16.0,14644.0,15,24,24,1.0,4,0.14,0.0,47,0,0.0,58,0.7,1:2,Rehabilitation
2024-03-31,resp_therapy,196,0,0.0,132,23,48,5935.0,18.0,5917.0,16,23,23,1.0,4,0.08,0.0,89,3,0.03,27,0.7,1:2,Lab Tests
2024-04-01,nutrition_diet,28,0,0.0,115,13,17,12891.0,14.0,12877.0,21,36,36,1.0,2,0.01,0.0,76,1,0.01,39,0.8,1:2,Pre/Post Surgery
2024-04-02,pharmacy,186,0,0.0,109,36,9,14234.0,10.0,14224.0,13,46,49,0.94,4,0.19,0.0,127,2,0.02,22,0.8,1:1,Cancer
2024-04-03,laboratory,109,12,0.11,80,25,10,4068.0,16.0,4052.0,16,30,67,0.45,2,0.19,0.2,43,1,0.02,12,1.0,1:1,Child Health
2024-04-04,infection_control,149,0,0.0,144,24,38,9386.0,4.0,9382.0,18,27,37,0.73,4,0.19,0.0,96,0,0.0,30,0.8,1:2,Chronic Illness
2024-04-05,medical_records,198,0,0.0,71,17,57,18318.0,2.0,18316.0,12,35,35,1.0,2,0.19,0.0,95,3,0.03,51,0.7,1:4,Chronic Illness
2024-04-06,admin,156,38,0.24,97,2,11,8257.0,17.0,8240.0,22,32,72,0.44,3,0.16,0.5,88,2,0.02,23,0.6,1:4,Cancer
2024-04-07,security,85,49,0.58,33,13,50,4247.0,9.0,4238.0,18,13,75,0.17,3,0.14,0.7,120,4,0.03,49,0.9,1:2,Cancer
2024-04-08,emergency,18,0,0.0,49,31,58,11421.0,14.0,11407.0,4,24,34,0.71,4,0.17,0.0,111,2,0.02,19,0.6,1:3,Elective Procedure
2024-04-09,internal_med,37,0,0.0,85,12,32,1574.0,9.0,1565.0,18,12,12,1.0,4,0.12,0.0,111,2,0.02,11,0.7,1:4,Rehabilitation
2024-01-01,surgery,137,0,0.0,145,28,50,6576.0,18.0,6558.0,16,43,53,0.81,2,0.03,0.0,131,1,0.01,54,0.7,1:4,Prenatal
2024-01-02,pediatric,61,0,0.0,18,27,14,17390.0,15.0,17375.0,23,51,51,1.0,2,0.08,0.0,114,3,0.03,46,0.8,1:2,Prenatal
2024-01-03,obgyn,92,0,0.0,12,15,8,18135.0,8.0,18127.0,20,15,15,1.0,1,0.19,0.0,42,2,0.05,20,1.0,1:4,Chronic Illness
2024-01-04,cardio,120,0,0.0,30,31,7,12119.0,16.0,12103.0,8,48,48,1.0,3,0.07,0.0,46,2,0.04,10,1.0,1:1,Breathing Disorders
2024-01-05,orthopedic,153,31,0.2,104,15,29,16191.0,17.0,16174.0,9,15,61,0.25,1,0.17,0.5,89,1,0.01,35,0.6,1:1,Chronic Illness
2024-01-06,neurology,126,0,0.0,25,32,27,9729.0,7.0,9722.0,15,30,32,0.94,1,0.02,0.0,128,0,0.0,51,0.6,1:4,Imaging
2024-01-07,oncology,78,0,0.0,116,20,31,9755.0,2.0,9753.0,4,46,59,0.78,0,0.07,0.0,96,0,0.0,22,0.9,1:1,Pre/Post Surgery
2024-01-08,radiology,108,9,0.08,102,12,18,6642.0,13.0,6629.0,17,31,52,0.6,2,0.07,0.2,69,2,0.03,37,0.8,1:3,Critical Care
2024-01-09,pathology,149,0,0.0,142,28,42,7337.0,19.0,7318.0,19,15,28,0.54,0,0.01,0.0,143,3,0.02,45,0.7,1:4,Accident
2024-01-10,anesthesiology,34,27,0.79,148,9,36,1318.0,17.0,1301.0,15,42,78,0.54,0,0.02,0.3,38,1,0.03,30,0.9,1:2,Chronic Illness
2024-01-11,icu,189,0,0.0,88,23,27,8519.0,13.0,8506.0,9,47,60,0.78,1,0.04,0.0,20,0,0.0,19,0.8,1:1,Mental Health
2024-01-12,psychiatry,132,0,0.0,79,8,51,9715.0,14.0,9701.0,3,20,20,1.0,0,0.17,0.0,59,0,0.0,21,1.0,1:3,Breathing Disorders
2024-01-13,physical_therapy,62,0,0.0,57,21,44,7971.0,9.0,7962.0,5,21,21,1.0,2,0.01,0.0,41,4,0.1,55,0.8,1:3,Lab Tests
2024-01-14,resp_therapy,160,0,0.0,24,14,41,6431.0,2.0,6429.0,22,10,17,0.59,1,0.06,0.0,131,2,0.02,36,0.7,1:1,Joint Issues
2024-01-15,nutrition_diet,153,0,0.0,43,27,7,16874.0,8.0,16866.0,20,33,33,1.0,2,0.0,0.0,59,3,0.05,12,0.8,1:3,Accident
2024-01-16,pharmacy,66,0,0.0,69,25,39,8264.0,16.0,8248.0,9,46,50,0.92,4,0.14,0.0,57,1,0.02,37,0.9,1:4,Rehabilitation
2024-01-17,laboratory,48,0,0.0,11,13,17,3217.0,14.0,3203.0,23,45,45,1.0,0,0.12,0.0,67,0,0.0,11,0.8,1:3,Accident
2024-01-18,infection_control,118,0,0.0,89,21,38,3493.0,14.0,3479.0,19,63,64,0.98,1,0.13,0.0,94,4,0.04,37,0.8,1:1,Cancer
2024-01-19,medical_records,190,0,0.0,28,18,28,11396.0,10.0,11386.0,14,18,18,1.0,3,0.07,0.0,126,2,0.02,40,1.0,1:3,Critical Care
2024-01-20,admin,51,0,0.0,58,37,5,1450.0,16.0,1434.0,18,51,56,0.91,2,0.04,0.0,27,2,0.07,52,0.8,1:1,Breathing Disorders
2024-01-21,security,195,8,0.04,87,5,16,11235.0,5.0,11230.0,12,11,24,0.46,0,0.14,0.3,105,1,0.01,30,0.7,1:1,Chronic Illness
2024-01-22,emergency,176,29,0.16,37,13,12,2720.0,14.0,2706.0,18,15,57,0.26,2,0.16,0.5,87,0,0.0,16,0.8,1:3,Lab Tests
2024-01-23,internal_med,151,0,0.0,57,28,23,6738.0,13.0,6725.0,22,51,51,1.0,2,0.03,0.0,94,1,0.01,59,0.8,1:1,Breathing Disorders
2024-01-24,surgery,131,15,0.11,105,25,13,19294.0,6.0,19288.0,20,29,69,0.42,4,0.1,0.2,109,1,0.01,40,0.5,1:1,Rehabilitation
2024-01-25,pediatric,142,28,0.2,118,35,32,4967.0,8.0,4959.0,17,16,79,0.2,2,0.05,0.4,149,4,0.03,23,0.7,1:2,Child Health
2024-01-26,obgyn,172,0,0.0,82,21,18,15530.0,9.0,15521.0,13,21,21,1.0,4,0.03,0.0,99,2,0.02,48,0.9,1:4,Lab Tests
2024-01-27,cardio,84,0,0.0,109,7,31,12149.0,6.0,12143.0,20,11,11,1.0,4,0.15,0.0,114,3,0.03,48,0.7,1:1,Elective Procedure
2024-01-28,orthopedic,155,0,0.0,38,16,22,7835.0,10.0,7825.0,8,16,16,1.0,4,0.11,0.0,89,2,0.02,18,0.9,1:4,Mental Health
2024-01-29,neurology,85,0,0.0,67,12,46,7362.0,15.0,7347.0,3,12,12,1.0,0,0.04,0.0,109,2,0.02,32,0.7,1:2,Lab Tests
2024-01-30,oncology,18,0,0.0,57,3,45,13854.0,13.0,13841.0,9,12,12,1.0,2,0.06,0.0,78,4,0.05,21,1.0,1:2,Child Health
2024-01-31,radiology,83,0,0.0,32,36,10,3718.0,5.0,3713.0,14,36,36,1.0,2,0.19,0.0,47,3,0.06,38,0.6,1:2,Lab Tests
2024-02-01,pathology,195,0,0.0,36,37,37,12570.0,9.0,12561.0,22,49,49,1.0,4,0.17,0.0,91,0,0.0,47,0.5,1:2,Mental Health
2024-02-02,anesthesiology,154,3,0.02,16,22,41,13805.0,18.0,13787.0,6,17,42,0.4,2,0.18,0.1,33,3,0.09,48,0.7,1:4,Lab Tests
2024-02-03,icu,16,0,0.0,58,8,46,7521.0,9.0,7512.0,12,10,10,1.0,2,0.09,0.0,43,0,0.0,31,0.8,1:3,Breathing Disorders
2024-02-04,psychiatry,183,0,0.0,118,17,29,11598.0,2.0,11596.0,23,17,17,1.0,4,0.12,0.0,131,3,0.02,13,0.7,1:3,Joint Issues
2024-02-05,physical_therapy,150,6,0.04,77,27,17,16185.0,3.0,16182.0,4,8,41,0.2,3,0.08,0.1,63,1,0.02,57,0.6,1:4,Imaging
2024-02-06,resp_therapy,177,0,0.0,82,33,58,19692.0,5.0,19687.0,11,53,57,0.93,3,0.02,0.0,75,3,0.04,16,0.8,1:1,Mental Health
2024-02-07,nutrition_diet,179,0,0.0,110,13,27,4223.0,2.0,4221.0,12,11,13,0.85,4,0.08,0.0,139,4,0.03,49,0.7,1:4,Chronic Illness
2024-02-08,pharmacy,146,52,0.36,17,12,40,2090.0,8.0,2082.0,22,15,79,0.19,0,0.12,0.7,51,0,0.0,17,0.8,1:1,Chronic Illness
2024-02-09,laboratory,187,0,0.0,62,27,37,9639.0,2.0,9637.0,13,28,28,1.0,2,0.06,0.0,44,2,0.05,44,0.9,1:1,Cancer
2024-02-10,infection_control,36,0,0.0,144,8,25,14133.0,10.0,14123.0,16,41,41,1.0,2,0.17,0.0,135,4,0.03,18,0.9,1:3,Cardiac Issues
2024-02-11,medical_records,131,0,0.0,146,18,38,14046.0,4.0,14042.0,5,18,18,1.0,3,0.03,0.0,85,0,0.0,22,0.7,1:2,Lab Tests
2024-02-12,admin,14,0,0.0,12,21,40,15146.0,13.0,15133.0,3,21,21,1.0,4,0.07,0.0,61,0,0.0,48,0.8,1:3,Rehabilitation
2024-02-13,security,38,0,0.0,87,20,21,18992.0,16.0,18976.0,9,20,20,1.0,0,0.02,0.0,95,2,0.02,29,0.7,1:3,Rehabilitation
2024-02-14,emergency,174,9,0.05,95,16,14,6625.0,17.0,6608.0,6,30,55,0.55,4,0.08,0.2,57,1,0.02,30,0.9,1:4,Joint Issues
2024-02-15,internal_med,175,0,0.0,55,17,27,6537.0,11.0,6526.0,9,25,25,1.0,3,0.01,0.0,80,4,0.05,56,0.9,1:4,Prenatal
2024-02-16,surgery,92,0,0.0,99,10,48,7479.0,7.0,7472.0,18,10,10,1.0,3,0.05,0.0,108,2,0.02,28,0.7,1:1,Critical Care
2024-02-17,pediatric,145,20,0.14,18,19,6,3793.0,18.0,3775.0,12,33,72,0.46,2,0.08,0.3,37,2,0.05,11,0.5,1:4,Prenatal
2024-02-18,obgyn,118,0,0.0,124,8,39,16846.0,18.0,16828.0,17,30,30,1.0,1,0.1,0.0,89,1,0.01,53,0.6,1:1,Rehabilitation
2024-02-19,cardio,74,0,0.0,139,38,18,13027.0,19.0,13008.0,18,18,39,0.46,0,0.11,0.0,101,4,0.04,49,0.7,1:1,Child Health
2024-02-20,orthopedic,95,0,0.0,84,22,51,18986.0,12.0,18974.0,8,22,22,1.0,0,0.05,0.0,135,2,0.01,39,0.8,1:2,Nervous System
2024-02-21,neurology,154,0,0.0,90,29,49,16063.0,8.0,16055.0,6,34,43,0.79,1,0.1,0.0,99,1,0.01,32,0.8,1:2,Joint Issues
2024-02-22,oncology,80,0,0.0,137,13,45,19626.0,11.0,19615.0,6,13,13,1.0,3,0.1,0.0,34,4,0.12,49,0.7,1:3,Imaging
2024-02-23,radiology,54,0,0.0,43,26,6,6126.0,8.0,6118.0,6,34,37,0.92,4,0.06,0.0,32,3,0.09,22,0.8,1:2,Chronic Illness
2024-02-24,pathology,141,0,0.0,48,31,23,8966.0,6.0,8960.0,24,49,68,0.72,0,0.17,0.0,138,0,0.0,42,1.0,1:1,Rehabilitation
2024-02-25,anesthesiology,45,0,0.0,22,12,20,18958.0,13.0,18945.0,24,36,36,1.0,1,0.11,0.0,62,1,0.02,41,0.8,1:4,Chronic Illness
2024-02-26,icu,79,10,0.13,142,17,47,13481.0,17.0,13464.0,19,51,78,0.65,2,0.07,0.1,76,0,0.0,37,0.6,1:2,Cardiac Issues
